dstport,protocol,tag
16254,udp,sv_P4
45827,tcp,sv_P5
57499,icmp,sv_P3
39851,tcp,sv_P1
42972,tcp,sv_P1
61693,tcp,email
45255,udp,sv_P4
15482,tcp,email
62994,udp,sv_P3
40037,icmp,sv_P2
41420,icmp,sv_P4
45302,icmp,sv_P2
8384,tcp,sv_P3
46686,tcp,sv_P4
42746,icmp,sv_P2
24744,icmp,email
41509,icmp,sv_P2
15998,icmp,sv_P1
62152,icmp,sv_P3
6758,tcp,sv_P4
52200,udp,sv_P4
47395,tcp,email
53117,udp,email
30952,tcp,sv_P4
63140,icmp,sv_P4
27172,tcp,sv_P4
20255,icmp,sv_P3
16213,icmp,sv_P5
44435,icmp,sv_P4
48141,icmp,sv_P3
30408,tcp,sv_P5
41212,icmp,sv_P2
18694,tcp,sv_P1
59789,tcp,email
33686,udp,sv_P3
34696,tcp,sv_P1
33191,udp,sv_P1
100,udp,sv_P3
59107,udp,sv_P2
43133,udp,sv_P5
48190,icmp,sv_P1
57316,udp,email
39744,icmp,email
35185,icmp,sv_P1
4106,udp,sv_P1
11300,icmp,email
17915,udp,sv_P3
9797,icmp,sv_P4
21246,udp,sv_P3
10605,udp,sv_P3
46533,udp,sv_P2
23187,icmp,sv_P3
10074,tcp,sv_P3
36504,tcp,sv_P4
15960,icmp,sv_P5
4418,udp,email
57173,udp,sv_P4
19166,icmp,sv_P1
6688,tcp,sv_P1
61500,icmp,sv_P4
65302,udp,email
40882,udp,email
38602,tcp,sv_P4
25164,icmp,sv_P1
38521,udp,sv_P4
20339,tcp,sv_P1
11456,tcp,sv_P1
33719,icmp,sv_P4
10860,tcp,email
22765,udp,sv_P2
14205,udp,sv_P3
34052,icmp,sv_P5
64881,tcp,sv_P3
46765,icmp,sv_P1
22572,udp,sv_P5
23718,tcp,email
43179,udp,sv_P4
28421,tcp,sv_P1
30443,udp,sv_P5
44528,icmp,sv_P1
35692,icmp,email
20447,icmp,sv_P1
63633,udp,sv_P2
5848,udp,sv_P2
18989,tcp,sv_P4
19339,udp,sv_P1
57525,icmp,sv_P4
41916,icmp,email
49201,tcp,email
48780,tcp,sv_P5
57032,udp,sv_P2
2352,udp,email
6899,tcp,email
45940,tcp,sv_P5
30864,tcp,email
10848,udp,sv_P3
58255,icmp,sv_P1
27767,icmp,sv_P1
42838,udp,email
28032,icmp,sv_P4
6572,icmp,sv_P5
44633,tcp,sv_P2
57092,tcp,sv_P4
29180,icmp,sv_P1
23246,icmp,sv_P4
2038,udp,sv_P3
2227,icmp,sv_P3
40119,tcp,email
24266,udp,sv_P2
52546,udp,sv_P2
47399,icmp,sv_P1
65063,udp,email
34766,icmp,sv_P3
41537,icmp,sv_P1
45507,icmp,sv_P1
39774,icmp,sv_P5
42107,tcp,email
45535,icmp,sv_P1
48528,icmp,sv_P2
6928,tcp,sv_P4
23535,icmp,sv_P1
20061,tcp,email
13442,tcp,email
54927,udp,sv_P5
56069,udp,sv_P4
59824,tcp,sv_P4
34516,tcp,sv_P3
17222,icmp,sv_P3
26283,icmp,sv_P2
18235,tcp,email
15828,tcp,sv_P3
13834,tcp,sv_P4
21684,tcp,sv_P5
39852,tcp,sv_P5
33853,tcp,sv_P4
33230,icmp,sv_P1
41602,tcp,sv_P1
29279,udp,sv_P2
58381,udp,sv_P4
54162,icmp,sv_P5
24665,icmp,sv_P1
57972,udp,sv_P2
44616,icmp,email
14957,tcp,sv_P3
33601,tcp,sv_P1
37281,icmp,email
63471,tcp,sv_P2
49728,udp,sv_P5
16398,icmp,sv_P2
61084,udp,sv_P5
49707,icmp,sv_P2
29073,udp,email
61216,udp,email
12250,tcp,sv_P5
35982,icmp,sv_P1
54863,tcp,sv_P4
12228,udp,sv_P3
58694,icmp,sv_P5
6220,udp,sv_P4
11905,tcp,sv_P2
60550,udp,sv_P5
60829,udp,sv_P2
3075,icmp,sv_P2
3664,udp,sv_P3
18939,icmp,sv_P3
5399,tcp,sv_P5
35772,tcp,sv_P1
54450,icmp,sv_P1
40526,udp,sv_P5
30288,icmp,sv_P5
54724,tcp,sv_P2
28134,udp,email
10403,tcp,sv_P2
5207,tcp,sv_P1
15759,udp,email
19754,icmp,sv_P5
8827,udp,sv_P4
43016,udp,sv_P1
63645,tcp,sv_P1
63657,icmp,sv_P5
39012,udp,sv_P2
3251,icmp,sv_P2
47139,tcp,sv_P3
23006,tcp,sv_P1
44096,udp,email
65170,icmp,sv_P1
50018,udp,sv_P4
27318,icmp,sv_P3
51466,icmp,sv_P3
45852,udp,sv_P4
36936,tcp,email
40288,udp,email
59324,tcp,sv_P5
34038,tcp,sv_P1
23285,icmp,sv_P3
44244,udp,sv_P3
5238,tcp,sv_P4
61793,tcp,sv_P5
9576,udp,sv_P5
34822,tcp,sv_P3
1006,tcp,email
12011,udp,sv_P5
58654,icmp,sv_P1
49137,icmp,sv_P5
55401,icmp,email
40285,tcp,sv_P1
45473,udp,sv_P2
64034,udp,sv_P5
18837,icmp,sv_P3
24568,icmp,sv_P4
54260,tcp,sv_P5
45288,udp,sv_P3
46238,udp,sv_P1
22162,udp,sv_P1
839,icmp,sv_P5
20692,tcp,sv_P4
54834,udp,sv_P3
4629,icmp,sv_P1
7168,udp,sv_P5
32650,tcp,sv_P1
35701,tcp,sv_P2
12418,icmp,email
50123,icmp,email
45603,tcp,sv_P3
19826,tcp,sv_P3
26975,udp,sv_P4
58819,udp,email
7255,udp,email
39259,icmp,sv_P5
56045,icmp,sv_P5
50382,tcp,email
54724,icmp,sv_P1
20665,udp,sv_P2
2864,icmp,sv_P2
8705,udp,sv_P1
19585,udp,sv_P2
59903,udp,sv_P1
54205,tcp,sv_P5
32539,icmp,sv_P4
14409,tcp,sv_P5
23278,icmp,sv_P1
27118,icmp,sv_P4
53934,tcp,sv_P1
24682,tcp,sv_P5
5079,tcp,sv_P4
1660,tcp,email
55733,udp,sv_P5
26322,tcp,sv_P1
27546,udp,sv_P3
35562,tcp,sv_P2
21229,tcp,sv_P4
14848,icmp,sv_P1
20102,icmp,sv_P1
64802,tcp,sv_P1
43388,icmp,sv_P5
22180,udp,sv_P4
17323,icmp,sv_P1
62430,udp,sv_P1
35264,udp,sv_P1
7800,tcp,sv_P4
4518,udp,email
15716,udp,sv_P5
9526,icmp,email
39375,udp,sv_P5
58488,icmp,sv_P4
55476,tcp,sv_P3
1573,tcp,sv_P5
65242,udp,sv_P5
26563,icmp,sv_P5
26597,tcp,email
11673,tcp,sv_P5
25119,tcp,sv_P5
6093,udp,sv_P1
18428,icmp,sv_P1
60692,tcp,sv_P4
20245,icmp,sv_P1
8660,tcp,sv_P4
42077,udp,sv_P4
39147,tcp,sv_P4
32273,tcp,sv_P1
17414,tcp,sv_P4
40606,tcp,sv_P2
64199,udp,sv_P1
37037,udp,sv_P1
28222,tcp,sv_P2
48405,icmp,sv_P5
34296,icmp,sv_P5
28657,udp,sv_P1
9105,udp,sv_P2
6745,udp,sv_P5
43273,udp,sv_P5
41008,udp,sv_P1
34715,udp,sv_P2
60457,tcp,sv_P2
46118,tcp,sv_P2
36690,udp,email
12935,icmp,email
48526,udp,sv_P3
39362,icmp,sv_P5
3682,icmp,sv_P1
29812,udp,sv_P2
15959,icmp,email
38456,tcp,sv_P1
52993,icmp,sv_P4
40510,icmp,sv_P1
28761,udp,sv_P3
59629,udp,sv_P3
1336,tcp,email
43956,tcp,email
49432,icmp,sv_P4
57573,udp,sv_P1
58134,udp,email
65036,tcp,email
2408,icmp,sv_P2
31726,icmp,sv_P2
57028,tcp,sv_P1
8055,icmp,sv_P3
14160,icmp,sv_P3
39812,icmp,sv_P3
16392,udp,email
40171,udp,email
65271,tcp,sv_P4
5700,icmp,sv_P2
26458,udp,sv_P5
56083,udp,sv_P4
11657,udp,sv_P1
30411,udp,sv_P4
46667,tcp,sv_P4
19569,icmp,sv_P2
23483,tcp,sv_P4
13074,icmp,sv_P2
1721,udp,sv_P2
46240,icmp,sv_P4
1113,icmp,sv_P3
29038,tcp,sv_P5
5594,tcp,sv_P3
43264,udp,sv_P4
38746,tcp,email
61124,tcp,sv_P5
14874,udp,sv_P4
19343,tcp,sv_P2
63148,tcp,sv_P3
42596,icmp,sv_P5
13796,icmp,sv_P4
12800,udp,sv_P4
49411,tcp,sv_P3
59237,icmp,sv_P1
38278,icmp,email
1673,udp,sv_P4
39541,udp,sv_P3
59910,icmp,sv_P5
492,udp,sv_P4
41388,icmp,sv_P1
56708,icmp,sv_P4
49632,udp,email
25876,udp,sv_P5
61826,icmp,sv_P2
27406,icmp,sv_P2
64351,udp,sv_P4
48797,udp,sv_P2
15046,tcp,email
14780,tcp,sv_P2
49036,udp,sv_P4
32718,icmp,sv_P2
55599,udp,sv_P4
54431,icmp,sv_P4
56297,icmp,email
9868,udp,sv_P4
18568,udp,sv_P1
2667,icmp,sv_P3
10018,icmp,sv_P1
15688,icmp,sv_P5
51900,tcp,email
30011,udp,email
30939,tcp,sv_P2
10881,icmp,sv_P1
33091,udp,email
56034,udp,sv_P4
37052,tcp,sv_P5
61478,icmp,email
40326,icmp,sv_P5
16990,tcp,sv_P2
21149,tcp,sv_P5
21446,icmp,sv_P5
42635,udp,sv_P3
57941,icmp,email
62603,icmp,sv_P1
9875,tcp,sv_P1
53970,udp,sv_P2
40601,tcp,sv_P5
26165,udp,email
39231,udp,email
5408,udp,sv_P2
9410,icmp,sv_P2
21490,tcp,sv_P2
2225,udp,email
19024,icmp,sv_P2
34853,icmp,sv_P5
5181,udp,sv_P5
18172,udp,sv_P5
40614,udp,sv_P2
55947,udp,email
28420,tcp,sv_P5
22023,tcp,email
14678,icmp,sv_P3
62677,icmp,sv_P5
51978,udp,sv_P2
9116,udp,sv_P3
50966,udp,sv_P5
52393,udp,sv_P5
39248,tcp,sv_P3
274,icmp,email
62789,icmp,email
45272,icmp,sv_P4
27960,icmp,sv_P4
43460,icmp,email
24770,icmp,sv_P2
6592,tcp,sv_P5
41849,icmp,sv_P4
26065,udp,sv_P2
15312,icmp,sv_P1
82,icmp,email
16841,icmp,sv_P3
48549,tcp,sv_P4
43163,tcp,sv_P3
13818,tcp,sv_P5
56544,icmp,email
58715,tcp,sv_P3
17614,udp,sv_P5
35161,udp,sv_P3
33145,icmp,sv_P5
58117,icmp,email
13920,udp,sv_P1
39091,udp,sv_P1
35036,icmp,sv_P3
19532,icmp,sv_P2
23413,tcp,sv_P1
39352,udp,sv_P2
8147,udp,sv_P1
21959,tcp,email
40329,tcp,sv_P2
19743,udp,sv_P3
12351,udp,sv_P5
26994,tcp,sv_P1
30342,icmp,sv_P4
31876,udp,sv_P5
35872,tcp,sv_P3
36046,udp,sv_P3
52883,tcp,sv_P1
11192,icmp,sv_P2
31325,tcp,email
15066,udp,sv_P1
16230,tcp,sv_P3
19402,tcp,sv_P3
43805,icmp,sv_P5
19735,tcp,email
42056,tcp,sv_P5
34830,udp,sv_P3
51274,icmp,sv_P3
11012,icmp,sv_P5
14888,udp,sv_P5
63498,icmp,sv_P2
54615,icmp,sv_P5
53809,icmp,sv_P5
64052,icmp,sv_P5
20438,tcp,email
50948,icmp,sv_P4
34156,udp,sv_P4
54268,icmp,sv_P5
49777,icmp,email
25737,udp,sv_P4
37052,udp,sv_P4
32322,tcp,sv_P5
29405,tcp,email
16874,udp,sv_P5
56516,udp,sv_P3
43441,udp,email
35563,udp,sv_P2
10714,udp,email
17493,icmp,sv_P1
158,icmp,sv_P5
50077,udp,sv_P2
33129,udp,email
56140,icmp,sv_P3
30417,udp,sv_P4
25120,tcp,sv_P3
59728,tcp,sv_P1
36890,tcp,email
24896,tcp,sv_P3
35680,tcp,sv_P1
28614,udp,sv_P2
3369,udp,sv_P1
54034,tcp,sv_P5
280,tcp,sv_P5
6812,icmp,sv_P4
22733,tcp,sv_P1
35274,tcp,sv_P4
64143,tcp,sv_P4
17546,udp,sv_P4
20361,tcp,email
18529,tcp,sv_P3
61416,icmp,sv_P3
26752,icmp,sv_P3
33806,udp,email
19665,udp,sv_P1
56705,tcp,sv_P2
2286,tcp,sv_P2
36803,icmp,email
20832,tcp,sv_P4
61184,udp,email
52135,udp,sv_P2
19842,udp,sv_P5
9212,tcp,sv_P2
44075,icmp,sv_P4
33997,udp,sv_P1
40568,icmp,sv_P1
12133,icmp,sv_P4
45654,tcp,sv_P3
28703,icmp,sv_P4
45401,icmp,sv_P5
37239,udp,sv_P3
18279,icmp,sv_P4
35664,tcp,sv_P4
36520,tcp,sv_P1
8302,tcp,sv_P1
28282,tcp,sv_P5
27189,icmp,sv_P3
27063,icmp,sv_P3
51325,icmp,sv_P5
2854,udp,sv_P3
58076,udp,sv_P4
20839,udp,email
2417,tcp,sv_P5
31664,tcp,email
37565,udp,sv_P4
43302,udp,email
144,icmp,sv_P3
55272,icmp,sv_P4
57136,udp,sv_P4
4170,icmp,sv_P1
18035,udp,sv_P3
29467,tcp,sv_P2
38835,tcp,sv_P3
11494,icmp,sv_P2
35846,udp,sv_P3
14052,icmp,sv_P2
6268,icmp,email
4013,udp,sv_P1
19636,tcp,sv_P4
32629,icmp,sv_P1
31106,icmp,sv_P3
5137,udp,sv_P4
381,icmp,sv_P1
19275,icmp,sv_P3
16689,udp,sv_P3
53894,icmp,email
61393,tcp,email
47918,udp,email
56808,tcp,email
59876,icmp,sv_P3
19356,icmp,sv_P2
54045,udp,email
43193,tcp,sv_P5
4107,tcp,sv_P1
53730,tcp,sv_P1
30065,udp,sv_P5
17345,icmp,sv_P2
26899,icmp,sv_P2
25474,tcp,sv_P4
21395,udp,sv_P2
16746,tcp,sv_P5
34824,tcp,sv_P4
53965,udp,sv_P2
55643,icmp,sv_P5
24353,icmp,sv_P2
52539,icmp,sv_P4
57448,udp,sv_P4
7980,icmp,sv_P3
41553,icmp,sv_P3
4767,icmp,sv_P5
58099,udp,sv_P3
2382,icmp,email
48302,udp,email
37522,tcp,sv_P2
13913,icmp,sv_P2
48495,icmp,sv_P4
47563,udp,sv_P3
10555,icmp,sv_P1
52283,tcp,sv_P5
19292,icmp,sv_P1
30580,tcp,sv_P5
63545,udp,sv_P1
23791,tcp,sv_P1
24009,tcp,sv_P4
10242,icmp,sv_P3
38187,tcp,sv_P2
22015,tcp,sv_P5
58481,icmp,sv_P4
21847,tcp,sv_P5
11215,tcp,sv_P4
7030,udp,sv_P3
5638,icmp,sv_P2
52134,udp,sv_P2
47749,icmp,sv_P5
46568,udp,sv_P1
32806,icmp,sv_P1
39622,tcp,sv_P5
3018,tcp,sv_P4
17368,icmp,sv_P2
2842,udp,sv_P4
1410,udp,sv_P5
28969,udp,sv_P5
19669,icmp,sv_P1
15257,icmp,sv_P2
64803,tcp,sv_P3
18397,tcp,sv_P4
2578,icmp,sv_P1
29523,tcp,email
13697,tcp,sv_P2
55859,udp,sv_P3
21762,udp,email
22975,udp,email
31584,udp,sv_P1
31396,udp,sv_P5
2680,udp,sv_P1
19708,tcp,sv_P4
2202,tcp,sv_P3
15294,udp,sv_P2
49674,icmp,email
42203,udp,sv_P1
28101,icmp,sv_P4
64092,udp,sv_P3
26006,udp,sv_P5
10446,udp,sv_P2
4423,icmp,email
37481,tcp,sv_P5
7199,udp,sv_P5
7917,tcp,sv_P5
33341,icmp,sv_P4
18019,tcp,sv_P1
59777,udp,sv_P1
61173,tcp,sv_P1
60121,udp,sv_P4
4847,icmp,sv_P2
21651,icmp,sv_P1
42840,tcp,email
24359,tcp,sv_P3
27183,icmp,sv_P1
9200,icmp,sv_P3
49484,icmp,sv_P2
8031,tcp,sv_P4
10891,icmp,sv_P2
41283,udp,email
53759,tcp,sv_P5
36809,udp,sv_P1
5897,icmp,email
52683,tcp,sv_P4
6158,tcp,email
5044,tcp,sv_P3
28671,icmp,sv_P4
4551,icmp,sv_P1
38156,icmp,sv_P5
51753,tcp,sv_P3
272,udp,sv_P2
52261,icmp,email
3580,tcp,sv_P2
63137,udp,email
26237,icmp,sv_P4
54194,icmp,sv_P3
10439,tcp,sv_P2
57892,icmp,email
23165,icmp,sv_P1
10767,udp,sv_P2
11425,tcp,sv_P3
49635,tcp,sv_P2
45937,udp,sv_P4
56316,udp,sv_P5
6373,icmp,sv_P1
55779,icmp,email
2598,udp,sv_P2
26333,tcp,sv_P5
49246,tcp,email
59014,tcp,sv_P3
44669,icmp,sv_P2
23093,tcp,sv_P5
23864,icmp,sv_P4
21906,icmp,sv_P5
54749,tcp,sv_P3
17263,icmp,sv_P3
14130,icmp,email
15340,icmp,email
62153,tcp,sv_P1
45633,udp,sv_P1
50119,tcp,sv_P5
32831,icmp,sv_P3
55871,udp,sv_P5
40241,icmp,sv_P3
58514,tcp,sv_P4
48081,udp,sv_P3
828,udp,sv_P4
42963,icmp,email
7763,tcp,sv_P5
21758,icmp,sv_P3
56144,udp,sv_P5
48427,udp,sv_P3
21187,tcp,sv_P3
55655,icmp,sv_P3
39961,udp,email
60123,udp,sv_P3
45839,icmp,sv_P5
18292,tcp,sv_P4
2019,icmp,sv_P3
62431,tcp,sv_P2
49848,tcp,sv_P4
55953,udp,sv_P2
2931,icmp,sv_P3
20039,udp,sv_P5
27302,udp,sv_P1
25664,tcp,sv_P3
8300,icmp,sv_P5
26564,udp,sv_P1
32685,icmp,email
57089,icmp,email
45435,tcp,sv_P3
13495,tcp,sv_P1
24153,tcp,sv_P2
12976,udp,sv_P3
26766,udp,sv_P2
61697,icmp,sv_P4
46583,icmp,sv_P2
6666,tcp,sv_P4
62553,tcp,sv_P5
32961,icmp,sv_P3
39441,icmp,sv_P3
46058,tcp,email
16248,icmp,sv_P2
31381,tcp,email
30109,icmp,sv_P1
50484,icmp,sv_P3
54312,tcp,sv_P4
26595,icmp,sv_P2
33570,icmp,sv_P4
5158,tcp,sv_P1
5122,udp,sv_P4
62025,icmp,email
44345,udp,sv_P3
48937,udp,sv_P2
46032,tcp,sv_P2
51494,tcp,sv_P1
52823,icmp,sv_P1
47925,udp,sv_P1
43809,udp,sv_P2
36233,tcp,email
43477,udp,email
18806,tcp,sv_P2
62960,tcp,sv_P4
55630,icmp,sv_P3
11676,icmp,sv_P5
18177,udp,sv_P5
26840,tcp,sv_P3
29097,icmp,sv_P2
2833,tcp,sv_P1
15678,icmp,sv_P2
62626,tcp,sv_P5
16245,icmp,sv_P1
51369,icmp,sv_P4
48579,tcp,sv_P4
20580,udp,sv_P3
32094,udp,sv_P2
5017,icmp,sv_P1
41975,udp,sv_P4
23989,icmp,sv_P2
22471,icmp,sv_P1
2512,icmp,sv_P5
35723,udp,sv_P3
36659,icmp,sv_P4
15133,tcp,sv_P1
42072,icmp,sv_P5
15173,icmp,sv_P5
26972,udp,sv_P4
1181,tcp,email
12034,tcp,email
1358,icmp,sv_P4
25865,udp,sv_P2
3142,tcp,sv_P1
49624,udp,sv_P4
9192,tcp,sv_P2
31822,tcp,sv_P1
49929,udp,email
38174,udp,sv_P4
58273,udp,sv_P4
24212,icmp,sv_P2
11187,tcp,sv_P2
31201,tcp,sv_P3
58617,udp,sv_P2
12982,tcp,sv_P5
53895,icmp,sv_P1
15522,udp,sv_P4
59657,udp,sv_P2
5147,udp,sv_P4
50724,tcp,email
33074,icmp,sv_P5
48669,tcp,sv_P4
9883,tcp,sv_P2
58520,icmp,sv_P3
49587,icmp,sv_P3
55497,udp,email
34989,icmp,sv_P4
15016,icmp,sv_P4
34877,udp,sv_P1
51294,icmp,sv_P4
3993,udp,sv_P4
44025,tcp,email
34343,tcp,sv_P2
54553,tcp,sv_P1
7612,udp,sv_P1
36829,icmp,sv_P3
29092,tcp,email
32397,icmp,sv_P5
29717,tcp,sv_P4
32444,udp,sv_P2
22656,tcp,sv_P4
22998,udp,sv_P2
23179,icmp,email
31547,tcp,sv_P2
26410,tcp,sv_P1
58458,icmp,sv_P5
11275,icmp,email
27627,icmp,sv_P2
30906,udp,email
35161,tcp,email
19759,tcp,sv_P1
24198,icmp,sv_P4
48852,tcp,email
58717,tcp,sv_P3
48037,icmp,email
52402,tcp,sv_P5
20489,icmp,sv_P2
15775,icmp,sv_P5
61491,icmp,email
62070,icmp,sv_P3
21259,icmp,sv_P1
5056,udp,sv_P2
41376,icmp,sv_P5
12736,tcp,sv_P3
14144,tcp,sv_P5
3760,tcp,sv_P1
34183,udp,sv_P2
16908,udp,sv_P2
1394,icmp,sv_P5
16424,icmp,sv_P1
13591,icmp,sv_P5
2089,tcp,sv_P3
53678,tcp,sv_P5
10915,tcp,email
17378,icmp,sv_P1
56710,udp,sv_P2
24956,udp,sv_P2
27931,udp,sv_P2
56604,udp,email
50705,tcp,sv_P5
1249,icmp,sv_P3
46966,tcp,sv_P2
32007,udp,sv_P5
10193,udp,email
14346,udp,email
3439,udp,sv_P1
33717,tcp,email
19981,icmp,sv_P4
60939,icmp,sv_P1
47589,udp,sv_P2
14118,udp,sv_P1
6686,icmp,email
36906,udp,sv_P4
11259,icmp,sv_P3
16854,icmp,email
49217,udp,email
21811,udp,email
46761,udp,sv_P1
27552,tcp,email
23409,tcp,sv_P1
47168,tcp,sv_P1
48661,tcp,sv_P3
18167,icmp,email
23296,icmp,sv_P4
65004,icmp,sv_P2
10311,icmp,sv_P2
63669,udp,sv_P5
50858,tcp,email
34275,icmp,sv_P4
32836,udp,sv_P3
35857,udp,sv_P5
41822,icmp,sv_P3
51526,tcp,email
23530,icmp,sv_P2
44265,tcp,sv_P1
11814,udp,sv_P3
62751,tcp,sv_P5
36790,icmp,sv_P3
1177,udp,sv_P3
44001,tcp,sv_P3
50636,tcp,email
23732,tcp,email
14819,udp,sv_P2
44507,udp,email
45193,tcp,sv_P3
23740,tcp,sv_P5
45805,tcp,sv_P1
30705,udp,sv_P1
62409,tcp,sv_P5
19757,icmp,sv_P5
671,icmp,sv_P2
7883,icmp,email
32857,udp,sv_P5
23411,icmp,email
15373,udp,sv_P5
17108,tcp,sv_P4
61701,udp,sv_P2
48274,icmp,sv_P3
62731,tcp,sv_P1
9321,udp,sv_P3
59081,tcp,sv_P5
5674,tcp,sv_P1
12763,icmp,sv_P3
10710,icmp,sv_P3
44371,icmp,sv_P1
63628,tcp,email
49643,udp,sv_P1
19254,tcp,sv_P3
64960,icmp,sv_P3
58113,icmp,sv_P3
53868,icmp,sv_P1
7640,udp,sv_P2
12783,tcp,email
23616,tcp,sv_P1
11522,tcp,sv_P4
65266,udp,sv_P5
52356,udp,email
25869,tcp,sv_P3
8931,tcp,sv_P1
48541,udp,sv_P2
60433,tcp,sv_P1
27119,tcp,sv_P1
21475,tcp,sv_P3
64541,icmp,sv_P1
19928,tcp,sv_P3
31850,icmp,email
39666,udp,sv_P4
64175,udp,email
64614,icmp,sv_P3
55620,tcp,sv_P3
41938,tcp,sv_P5
36346,icmp,sv_P4
44896,tcp,sv_P5
58904,udp,sv_P5
36055,tcp,sv_P3
39547,udp,sv_P2
25980,icmp,sv_P4
496,udp,email
60879,udp,sv_P3
35559,tcp,sv_P3
32972,icmp,sv_P3
48891,icmp,sv_P1
58084,tcp,sv_P2
15770,udp,sv_P5
25796,icmp,sv_P5
1998,icmp,sv_P1
15064,tcp,email
63488,tcp,sv_P3
21659,tcp,sv_P4
29657,udp,sv_P1
56852,udp,email
46585,icmp,sv_P1
34617,tcp,sv_P5
54755,icmp,sv_P4
45345,icmp,sv_P4
61765,tcp,sv_P2
12325,tcp,sv_P1
6328,icmp,sv_P2
35423,icmp,email
55026,udp,sv_P3
64372,icmp,sv_P4
35819,tcp,sv_P1
54563,udp,sv_P5
45322,udp,sv_P3
47724,udp,sv_P1
2394,tcp,sv_P4
59845,tcp,sv_P2
11762,icmp,sv_P2
27904,udp,sv_P2
27020,tcp,sv_P3
22425,tcp,sv_P2
22207,icmp,sv_P4
33386,udp,email
1161,tcp,sv_P3
60087,icmp,sv_P4
60193,icmp,sv_P2
42900,icmp,sv_P2
54882,tcp,sv_P5
1395,icmp,sv_P5
14465,tcp,sv_P4
34389,icmp,sv_P3
33987,icmp,sv_P4
35100,udp,sv_P1
15053,icmp,sv_P2
64374,icmp,sv_P3
23393,tcp,sv_P2
41221,tcp,sv_P4
43853,udp,email
9870,udp,sv_P2
18846,udp,sv_P2
40280,icmp,sv_P3
22084,udp,sv_P2
34543,udp,sv_P4
56191,icmp,sv_P2
16904,udp,email
36899,udp,sv_P1
41844,tcp,sv_P2
41900,udp,sv_P2
17530,tcp,sv_P2
25605,icmp,sv_P4
60187,udp,sv_P2
17648,tcp,sv_P3
38276,icmp,sv_P1
10044,icmp,sv_P4
20593,icmp,sv_P2
32784,icmp,email
26247,tcp,sv_P5
18407,icmp,sv_P5
49737,tcp,sv_P5
8150,tcp,sv_P3
2653,tcp,sv_P5
62891,udp,sv_P3
46001,tcp,sv_P2
50849,udp,sv_P5
42537,tcp,sv_P5
31253,tcp,sv_P3
32637,tcp,email
35230,icmp,sv_P1
12183,icmp,sv_P3
60863,udp,email
64268,udp,sv_P4
26579,tcp,sv_P1
18589,udp,sv_P5
30847,icmp,sv_P5
5152,icmp,sv_P5
2252,icmp,sv_P1
23003,tcp,sv_P4
897,udp,sv_P5
44508,udp,sv_P1
1197,icmp,sv_P3
1104,udp,sv_P3
37983,udp,sv_P1
26621,tcp,sv_P4
55468,udp,sv_P4
41177,icmp,sv_P2
35019,icmp,email
39628,icmp,sv_P3
61962,udp,sv_P4
15134,icmp,sv_P1
38315,tcp,sv_P4
22031,tcp,sv_P5
64015,tcp,sv_P4
18085,icmp,sv_P3
33019,tcp,sv_P2
16437,udp,email
10018,udp,sv_P4
56785,tcp,sv_P5
43788,tcp,sv_P1
12643,udp,sv_P1
21446,icmp,sv_P2
60793,icmp,email
41957,tcp,sv_P5
40872,icmp,sv_P2
61070,icmp,sv_P1
4257,udp,email
20746,udp,sv_P1
31602,tcp,email
34682,udp,sv_P4
43994,icmp,sv_P4
60518,tcp,sv_P2
18266,tcp,sv_P5
26309,icmp,sv_P1
12614,udp,sv_P3
2810,icmp,sv_P2
34520,icmp,email
19824,udp,sv_P4
39664,tcp,sv_P3
47142,icmp,email
52879,tcp,sv_P4
59999,icmp,sv_P5
65497,tcp,sv_P3
3247,tcp,email
64806,icmp,sv_P4
8308,tcp,email
40095,udp,email
37997,icmp,sv_P2
358,udp,sv_P5
10760,udp,sv_P5
41570,tcp,sv_P4
44520,udp,sv_P1
15262,tcp,email
12054,tcp,sv_P1
60505,tcp,sv_P2
10432,icmp,sv_P3
22072,icmp,email
38540,udp,sv_P3
59061,udp,sv_P2
22736,icmp,email
65030,icmp,sv_P5
64799,tcp,sv_P2
59004,icmp,sv_P1
738,udp,sv_P3
24061,udp,email
49888,tcp,email
18129,tcp,sv_P3
17779,udp,email
43802,udp,sv_P3
20354,udp,sv_P5
57755,tcp,sv_P5
36900,icmp,sv_P1
28767,tcp,sv_P4
34129,udp,sv_P2
33835,icmp,sv_P4
28505,udp,sv_P1
17009,icmp,email
6307,icmp,email
41381,icmp,sv_P5
39173,tcp,sv_P1
13921,icmp,sv_P3
55351,tcp,email
47816,icmp,email
665,icmp,email
15091,tcp,email
10573,tcp,sv_P3
65438,icmp,sv_P5
34296,tcp,email
38167,tcp,email
29918,udp,sv_P4
54611,tcp,email
56061,icmp,email
6688,udp,sv_P3
63595,icmp,sv_P3
59109,udp,email
35460,icmp,sv_P1
12155,tcp,email
16919,tcp,email
41425,tcp,sv_P4
2419,udp,sv_P1
61201,tcp,email
36536,icmp,sv_P1
41224,udp,sv_P3
15412,udp,sv_P3
612,tcp,sv_P1
37006,udp,sv_P4
14873,tcp,email
57769,tcp,sv_P3
636,icmp,sv_P1
49156,udp,sv_P2
3905,icmp,sv_P1
45309,udp,sv_P4
48225,udp,email
54785,icmp,sv_P4
64149,icmp,sv_P1
64210,udp,sv_P1
20924,tcp,sv_P1
38937,udp,sv_P5
27731,icmp,sv_P5
51998,icmp,sv_P3
